plant_id,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
667,1002834,1100592,2839867,1848226,2311070,2494309,2393632,2543036,2056867,1807892,919568,417358
667,1380633,1389273,560367,664687,765016,1007588,1698272,1233729,821273,0,529993,953320
667,4000,59598,20085,0,493,5792,0,29944,0,0,0,0
667,74522,28974,17874,33325,52499,44897,61201,60304,46198,0,21854,58801
676,0,0,0,0,0,0,0,0,0,0,0,0
676,1594900,1113899,0,0,0,558564,1658146,1655882,1592372,1147405,1474536,1666940
676,0,18,6,37,0,0,40,28,0,17,0,0
676,0,15257,47373,34968,6,28823,30811,63431,39332,3263,16045,19827
676,0,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,467,972,10138,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0,3667,0
688,959685,870625,673785,922934,1000900,962449,983969,1027766,955734,963156,786473,988186
688,0,0,2340,832,0,0,0,0,0,0,3667,0
688,2184,887,31898,7644,2822,30548,46697,102861,40736,510,26496,23195
688,28622,25961,242505,66893,147695,163114,211393,279714,152691,71628,165459,70946
703,5173086,4793319,6534682,6809725,7676250,9265586,13872999,15306686,9101386,6891384,6338085,8587066
703,20202,907,17247,7865,15718,27776,9016,2420,2612,16311,17509,14583
710,0,0,0,0,0,0,0,0,0,0,0,0
710,254267,484774,647756,562547,540733,676047,786213,817117,563432,272242,349005,334124
710,0,0,157,0,0,0,0,0,0,0,0,1885
710,11320020,10319926,8641437,7493672,10822785,10680535,10920178,10590750,10312120,7319726,7846576,10790440
710,3700,0,0,0,0,0,0,0,0,0,0,169
710,0,0,177,345,0,0,0,0,0,0,36,0
765,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,0,0
765,2504027,2315198,2259026,2050568,2004988,2241512,2340438,2454603,2492581,2382276,2330315,2186266
766,89740,55032,59858,62379,48910,97432,76505,27713,28078,91576,42319,119601
766,0,0,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0,0
766,1143114,984560,1002467,1171691,1241945,1226373,1096257,1099493,1112342,1346159,1166411,1212472
771,659,1870,2156,2586,2958,1474,1774,2170,1297,1297,519,0
774,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,76,0,6,212,88,165,0,135
856,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
856,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
856,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
869,7272289,6577674,7229588,6091665,7045557,6811009,7005478,7030177,6553790,5508499,3088909,7185330
869,7197366,6452476,6951420,5998625,6891281,6774410,6976412,6988908,6781086,7011141,6967907,7141584
874,0,0,0,0,0,0,0,0,0,0,Null,Null
874,0,0,0,0,0,0,0,0,0,0,Null,Null
876,32235,21373,8063,2939,5463,3709,9629,22513,16392,26168,4181,8387
876,0,0,0,0,0,0,0,0,0,0,0,0
876,3365591,1378210,1577484,343322,818810,820879,4440025,4126463,3219977,3836598,1600147,1611228
879,0,0,0,0,0,0,0,0,0,0,0,0
879,8818,3481,3356,1527,1527,3629,12779,3445,4302,1227,592,0
879,1894548,784856,479811,84864,406572,1805473,5836576,3606150,1625629,1220872,128248,0
880,7216225,5852144,4770421,2933203,7214846,6897352,7076096,7082083,6926899,7217990,7079951,7316797
880,7168467,6545285,7203133,6960416,5226946,6815565,6983266,6178561,6826566,7150423,6969735,6831279
883,1305,1110,670,578,0,377,700,4507,2419,645,559,708
883,0,0,0,0,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0,0,0
889,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0
889,15370,19784,7360,8451,4014,6183,6977,5440,6264,7482,11223,12284
889,0,0,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0,0,0
889,5709371,5121987,4327890,3513455,3122357,5742788,5589301,7216892,6000303,6126137,5760845,5840947
944,34,125,187,703,153,142,130,74,68,108,516,91
944,1,1,1,1,1,1,1,1,1,1,1,1
944,167,406,420,549,676,601,665,611,508,413,310,212
944,1894,2682,2655,2518,1239,853,553,873,949,1467,996,1723
955,0,0,198,0,0,215,312,0,0,0,11,11
955,11860,8312,4330,9195,8830,11045,10970,11522,10792,8595,8015,8649
955,86,86,104,98,75,86,230,98,98,92,92,92
958,93,151,104,128,93,110,539,145,128,122,87,81
958,0,0,0,0,0,0,0,0,0,0,0,0
960,6,12,213,6,265,374,3421,311,132,0,12,0
960,4,27,158,60,517,1163,3062,2592,1280,0,5,0
960,27,61,65,78,109,99,89,99,75,68,61,31
963,853625,568444,511531,0,799881,864248,935076,923213,844082,512687,189001,667675
963,7556,10623,15998,0,9650,2562,4416,3183,1703,518,13478,12191
969,46,121,259,69,167,535,46,270,150,259,52,316
969,0,0,0,0,0,0,0,0,0,0,0,0
976,177,0,490,0,0,0,0,0,0,393,68,97
976,172,0,1746,98751,44408,121796,240872,83422,34945,107033,169492,333
976,1065314,808358,919747,29003,739726,1026725,810480,906240,1004916,405375,1007688,1208564
